label,image_path,xmin,ymin,xmax,ymax,image_width,image_height
Blouse,18809605_1343606982392321_1748504314600488960_n.jpg,263,154,449,337,720,720
Trousers,18809605_1343606982392321_1748504314600488960_n.jpg,240,309,428,555,720,720
High heels,18809605_1343606982392321_1748504314600488960_n.jpg,301,540,348,626,720,720
High heels,18809605_1343606982392321_1748504314600488960_n.jpg,370,513,460,581,720,720
Sunglasses,18947422_1928894504060547_1276440662346039296_n.jpg,249,106,370,178,640,640
Top,18947422_1928894504060547_1276440662346039296_n.jpg,174,282,559,469,640,640
Trousers,18947422_1928894504060547_1276440662346039296_n.jpg,198,449,432,606,640,640
Jeans,18949461_1911971049079234_7111816206897643520_n.jpg,740,513,880,813,1080,919
Tee,18949461_1911971049079234_7111816206897643520_n.jpg,771,300,859,538,1080,919
Dress,18949461_1911971049079234_7111816206897643520_n.jpg,881,305,1054,599,1080,919
High heels,18949461_1911971049079234_7111816206897643520_n.jpg,921,771,1002,909,1080,919
Footwear,18949461_1911971049079234_7111816206897643520_n.jpg,764,811,822,879,1080,919
Footwear,18949461_1911971049079234_7111816206897643520_n.jpg,819,805,879,868,1080,919
Jacket,18949461_1911971049079234_7111816206897643520_n.jpg,698,300,887,538,1080,919
Blazer,19051720_1951645631735167_5599362311337803776_n.jpg,390,218,753,511,1080,1080
Scarf,19051720_1951645631735167_5599362311337803776_n.jpg,488,203,900,558,1080,1080
Trousers,19051720_1951645631735167_5599362311337803776_n.jpg,367,394,679,908,1080,1080
Footwear,19051720_1951645631735167_5599362311337803776_n.jpg,290,884,418,991,1080,1080
Footwear,19051720_1951645631735167_5599362311337803776_n.jpg,521,923,688,996,1080,1080
Belt,19120595_110260619584800_7028614452626849792_n.jpg,513,356,703,469,1080,1128
Sweater,19120595_110260619584800_7028614452626849792_n.jpg,440,188,757,676,1080,1128
High heels,19120595_110260619584800_7028614452626849792_n.jpg,385,916,487,1123,1080,1128
High heels,19120595_110260619584800_7028614452626849792_n.jpg,586,892,664,1098,1080,1128
Shirt,19121852_1876360049242782_5312348003636346880_n.jpg,0,618,746,1073,1080,1080
Jeans,19121852_1876360049242782_5312348003636346880_n.jpg,564,1002,896,1078,1080,1080
Handbag,18950029_312229555864942_1228772997876154368_n.jpg,283,505,366,621,1080,1080
Dress,18950029_312229555864942_1228772997876154368_n.jpg,358,6,821,1076,1080,1080
Jeans,18950140_103519656924417_2719400161695498240_n.jpg,2,836,1076,1348,1080,1349
Blouse,18950140_103519656924417_2719400161695498240_n.jpg,293,369,848,1201,1080,1349
Tee,19227406_687745691410431_7261896060870590464_n.jpg,297,283,709,778,1019,1019
Trousers,19227406_687745691410431_7261896060870590464_n.jpg,332,758,643,1019,1019,1019
Blouse,18950151_106315773304783_1772577108078362624_n.jpg,77,209,667,1120,1080,1350
Trousers,18950151_106315773304783_1772577108078362624_n.jpg,118,998,482,1349,1080,1350
Headwear,19227462_1911750125765976_6055375421698998272_n.jpg,453,0,603,75,1080,1350
Sweatshorts,19227462_1911750125765976_6055375421698998272_n.jpg,384,620,700,1034,1080,1350
Hoodie,19227462_1911750125765976_6055375421698998272_n.jpg,321,153,782,662,1080,1350
Footwear,19227462_1911750125765976_6055375421698998272_n.jpg,461,1273,564,1345,1080,1350
Footwear,19227462_1911750125765976_6055375421698998272_n.jpg,532,1092,636,1314,1080,1350
Shirt,19228654_434761880237027_5871303727666692096_n.jpg,147,402,872,938,1080,1080
Sweater,19228654_434761880237027_5871303727666692096_n.jpg,396,356,652,711,1080,1080
Shirt,19228736_1150820661731209_4663296875191861248_n.jpg,312,106,759,538,1080,1080
Headwear,19228736_1150820661731209_4663296875191861248_n.jpg,435,2,579,129,1080,1080
Shorts,19228736_1150820661731209_4663296875191861248_n.jpg,433,503,712,782,1080,1080
Footwear,19228736_1150820661731209_4663296875191861248_n.jpg,421,1014,561,1080,1080,1080
Footwear,19228736_1150820661731209_4663296875191861248_n.jpg,693,861,761,1008,1080,1080
Sunglasses,19366957_1829869637331324_3575971998074929152_n.jpg,373,186,440,211,1080,720
Sunglasses,19366957_1829869637331324_3575971998074929152_n.jpg,746,289,812,313,1080,720
Scarf,19366957_1829869637331324_3575971998074929152_n.jpg,415,254,464,287,1080,720
Scarf,19366957_1829869637331324_3575971998074929152_n.jpg,744,337,817,409,1080,720
Scarf,19366957_1829869637331324_3575971998074929152_n.jpg,939,425,985,457,1080,720
Shirt,19366957_1829869637331324_3575971998074929152_n.jpg,890,421,1050,642,1080,720
Shirt,19366957_1829869637331324_3575971998074929152_n.jpg,919,447,994,657,1080,720
Headwear,19366957_1829869637331324_3575971998074929152_n.jpg,375,142,495,194,1080,720
Headwear,19366957_1829869637331324_3575971998074929152_n.jpg,743,241,826,292,1080,720
Headwear,19366957_1829869637331324_3575971998074929152_n.jpg,929,342,997,379,1080,720
Jeans,19366957_1829869637331324_3575971998074929152_n.jpg,682,616,852,720,1080,720
Cardigan,19366957_1829869637331324_3575971998074929152_n.jpg,312,266,568,647,1080,720
Trousers,19366957_1829869637331324_3575971998074929152_n.jpg,344,590,520,716,1080,720
Trousers,19366957_1829869637331324_3575971998074929152_n.jpg,893,636,1032,717,1080,720
Jacket,19366957_1829869637331324_3575971998074929152_n.jpg,678,340,894,657,1080,720
Blouse,19367446_228271834353816_1610000776174764032_n.jpg,242,369,740,1037,1080,1080
Footwear,19367446_228271834353816_1610000776174764032_n.jpg,302,939,420,1076,1080,1080
Footwear,19367446_228271834353816_1610000776174764032_n.jpg,607,943,772,1076,1080,1080
_Underwear,19367446_228271834353816_1610000776174764032_n.jpg,313,360,671,827,1080,1080
Sunglasses,19051497_654381331433282_4069861213838770176_n.jpg,391,658,426,678,1080,1080
Sunglasses,19051497_654381331433282_4069861213838770176_n.jpg,483,639,520,653,1080,1080
Sunglasses,19051497_654381331433282_4069861213838770176_n.jpg,600,671,635,693,1080,1080
Tee,19051497_654381331433282_4069861213838770176_n.jpg,325,699,446,838,1080,1080
Tee,19051497_654381331433282_4069861213838770176_n.jpg,446,687,571,831,1080,1080
Tee,19051497_654381331433282_4069861213838770176_n.jpg,572,699,656,846,1080,1080
Sweatpants,19051497_654381331433282_4069861213838770176_n.jpg,575,845,688,1052,1080,1080
Sweatpants,19051497_654381331433282_4069861213838770176_n.jpg,326,822,415,1009,1080,1080
Sweatpants,19051497_654381331433282_4069861213838770176_n.jpg,443,815,553,1004,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,326,1005,355,1059,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,353,1002,407,1048,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,457,1004,497,1049,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,511,1001,560,1051,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,586,1026,628,1061,1080,1080
Footwear,19051497_654381331433282_4069861213838770176_n.jpg,650,1030,703,1063,1080,1080
Hoodie,19367132_1397552446987638_351221246983143424_n.jpg,206,195,841,607,1080,607
Brassiere,19424693_268643003610636_2968647082501472256_n.jpg,224,485,376,605,1080,1080
_Underwear,19424693_268643003610636_2968647082501472256_n.jpg,185,631,496,820,1080,1080
Handbag,19425209_192994817895870_5544038833303060480_n.jpg,590,568,709,740,1080,1209
Jumpsuit,19425209_192994817895870_5544038833303060480_n.jpg,395,263,627,1038,1080,1209
Footwear,19425209_192994817895870_5544038833303060480_n.jpg,461,1086,587,1167,1080,1209
Footwear,19425209_192994817895870_5544038833303060480_n.jpg,548,947,672,1050,1080,1209
Brassiere,19425277_141458433075826_6312884343459020800_n.jpg,489,230,801,530,1080,1350
Leggings,19425277_141458433075826_6312884343459020800_n.jpg,435,545,857,1288,1080,1350
Brassiere,19367581_216142142241042_2283205662525620224_n.jpg,317,467,425,593,1080,1080
Brassiere,19367581_216142142241042_2283205662525620224_n.jpg,446,489,565,617,1080,1080
Leggings,19367581_216142142241042_2283205662525620224_n.jpg,244,592,446,913,1080,1080
Leggings,19367581_216142142241042_2283205662525620224_n.jpg,450,618,598,921,1080,1080
Footwear,19367581_216142142241042_2283205662525620224_n.jpg,300,873,359,972,1080,1080
Footwear,19367581_216142142241042_2283205662525620224_n.jpg,345,913,399,979,1080,1080
Footwear,19367581_216142142241042_2283205662525620224_n.jpg,496,917,538,990,1080,1080
Footwear,19367581_216142142241042_2283205662525620224_n.jpg,537,895,586,999,1080,1080
Jumpsuit,19429329_280436332364826_4328441257492742144_n.jpg,240,145,402,601,640,640
High heels,19429329_280436332364826_4328441257492742144_n.jpg,233,554,297,608,640,640
High heels,19429329_280436332364826_4328441257492742144_n.jpg,327,545,392,599,640,640
Tee,19367705_1881156762207738_1691354680895995904_n.jpg,430,266,996,908,1065,1065
Trousers,19367705_1881156762207738_1691354680895995904_n.jpg,608,878,955,1065,1065,1065
Luggage and bags,19367771_141035163139107_5532443735863853056_n.jpg,524,970,707,1121,1080,1350
Dress,19367771_141035163139107_5532443735863853056_n.jpg,467,691,635,1028,1080,1350
Footwear,19367771_141035163139107_5532443735863853056_n.jpg,493,1271,589,1311,1080,1350
Footwear,19367771_141035163139107_5532443735863853056_n.jpg,545,1258,585,1279,1080,1350
Shirt,19379222_1933311333621002_1292914902763044864_n.jpg,406,257,495,560,1080,1080
Suit,19379222_1933311333621002_1292914902763044864_n.jpg,266,257,515,1073,1080,1080
Dress,19379222_1933311333621002_1292914902763044864_n.jpg,484,375,666,1049,1080,1080
High heels,19379222_1933311333621002_1292914902763044864_n.jpg,529,996,574,1072,1080,1080
Footwear,19379222_1933311333621002_1292914902763044864_n.jpg,375,997,486,1074,1080,1080
Headwear,19533853_404593756608284_6970161906233376768_n.jpg,168,65,651,500,1080,1350
Hoodie,19533853_404593756608284_6970161906233376768_n.jpg,39,554,1013,1350,1080,1350
Dress,19379415_107152843183161_945872302476623872_n.jpg,15,0,1078,1080,1080,1080
High heels,19379415_107152843183161_945872302476623872_n.jpg,853,692,1079,870,1080,1080
High heels,19379415_107152843183161_945872302476623872_n.jpg,774,873,1079,1076,1080,1080
Skirt,19534855_1613821578650997_5714796970531356672_n.jpg,401,500,681,1094,1080,1349
Handbag,19534855_1613821578650997_5714796970531356672_n.jpg,392,487,569,629,1080,1349
Blouse,19534855_1613821578650997_5714796970531356672_n.jpg,366,265,700,674,1080,1349
High heels,19534855_1613821578650997_5714796970531356672_n.jpg,403,1146,495,1332,1080,1349
High heels,19534855_1613821578650997_5714796970531356672_n.jpg,528,1023,599,1185,1080,1349
Sunglasses,19379653_435282050175801_2362549758775525376_n.jpg,485,73,582,110,1080,1080
Belt,19379653_435282050175801_2362549758775525376_n.jpg,502,476,589,505,1080,1080
Blazer,19379653_435282050175801_2362549758775525376_n.jpg,362,156,715,577,1080,1080
Sweater,19379653_435282050175801_2362549758775525376_n.jpg,488,157,597,481,1080,1080
Trousers,19379653_435282050175801_2362549758775525376_n.jpg,424,494,643,1005,1080,1080
Footwear,19379653_435282050175801_2362549758775525376_n.jpg,464,1003,543,1063,1080,1080
Footwear,19379653_435282050175801_2362549758775525376_n.jpg,536,891,606,1033,1080,1080
Swimwear,19624993_454362371600240_4246753839971041280_n.jpg,85,556,423,969,1080,1080
Swimwear,19624993_454362371600240_4246753839971041280_n.jpg,725,230,981,529,1080,1080
Swimwear,19624993_454362371600240_4246753839971041280_n.jpg,615,561,838,784,1080,1080
Headwear,19764761_103960266920619_5895570103910531072_n.jpg,254,14,615,225,1080,1350
Jacket,19764761_103960266920619_5895570103910531072_n.jpg,131,286,1069,1350,1080,1350
Top,19761720_117567155445563_7877327778754854912_n.jpg,187,433,403,599,1080,1349
Shorts,19761720_117567155445563_7877327778754854912_n.jpg,235,623,446,843,1080,1349
Footwear,19761720_117567155445563_7877327778754854912_n.jpg,280,1204,384,1344,1080,1349
Footwear,19761720_117567155445563_7877327778754854912_n.jpg,340,1082,425,1260,1080,1349
Jacket,19761720_117567155445563_7877327778754854912_n.jpg,86,377,504,957,1080,1349
Sunglasses,19765192_249319422226274_5031199122317639680_n.jpg,367,183,562,259,1080,1324
Headwear,19765192_249319422226274_5031199122317639680_n.jpg,531,66,653,261,1080,1324
Swimwear,19765192_249319422226274_5031199122317639680_n.jpg,338,381,667,1158,1080,1324
Jeans,19762001_1655988364422501_5535780577560494080_n.jpg,208,535,407,611,612,612
Blouse,19762001_1655988364422501_5535780577560494080_n.jpg,200,191,403,581,612,612
Jacket,19762001_1655988364422501_5535780577560494080_n.jpg,158,178,465,494,612,612
Handbag,19764475_281313895688413_4453095575088267264_n.jpg,101,681,392,952,1080,1350
Dress,19764475_281313895688413_4453095575088267264_n.jpg,524,666,1079,1350,1080,1350
Luggage and bags,19765263_531211987270567_6806498539581997056_n.jpg,100,309,172,392,640,640
Luggage and bags,19765263_531211987270567_6806498539581997056_n.jpg,330,359,404,493,640,640
Sunglasses,19765263_531211987270567_6806498539581997056_n.jpg,168,164,197,184,640,640
Sunglasses,19765263_531211987270567_6806498539581997056_n.jpg,285,142,329,162,640,640
Top,19765263_531211987270567_6806498539581997056_n.jpg,248,337,336,378,640,640
Top,19765263_531211987270567_6806498539581997056_n.jpg,242,157,341,342,640,640
Headwear,19765263_531211987270567_6806498539581997056_n.jpg,125,131,208,200,640,640
Headwear,19765263_531211987270567_6806498539581997056_n.jpg,266,87,353,143,640,640
Headwear,19765263_531211987270567_6806498539581997056_n.jpg,409,111,492,155,640,640
Jeans,19765263_531211987270567_6806498539581997056_n.jpg,394,389,454,482,640,640
Tee,19765263_531211987270567_6806498539581997056_n.jpg,385,350,480,395,640,640
Tee,19765263_531211987270567_6806498539581997056_n.jpg,376,181,518,349,640,640
Dress,19765263_531211987270567_6806498539581997056_n.jpg,129,243,199,448,640,640
Cardigan,19765263_531211987270567_6806498539581997056_n.jpg,99,210,218,329,640,640
Sweatpants,19765263_531211987270567_6806498539581997056_n.jpg,242,364,334,453,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,141,501,186,540,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,152,535,195,578,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,235,477,262,549,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,277,512,320,574,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,376,468,402,517,640,640
Footwear,19765263_531211987270567_6806498539581997056_n.jpg,417,502,450,537,640,640
Handbag,19932051_354126425006486_2468069404361883648_n.jpg,353,855,448,983,1080,1329
Dress,19932051_354126425006486_2468069404361883648_n.jpg,431,500,616,866,1080,1329
High heels,19932051_354126425006486_2468069404361883648_n.jpg,463,1056,515,1207,1080,1329
High heels,19932051_354126425006486_2468069404361883648_n.jpg,597,1067,683,1258,1080,1329
Scarf,19932344_138861116693002_5256739077780144128_n.jpg,238,84,455,432,640,640
Headwear,19932344_138861116693002_5256739077780144128_n.jpg,337,17,422,75,640,640
Sweatpants,19932344_138861116693002_5256739077780144128_n.jpg,311,256,458,561,640,640
Footwear,19932344_138861116693002_5256739077780144128_n.jpg,333,523,377,604,640,640
Footwear,19932344_138861116693002_5256739077780144128_n.jpg,422,550,467,640,640,640
Sunglasses,19931754_1245575225552580_4458287662268153856_n.jpg,185,263,443,363,1080,1080
Sunglasses,19931754_1245575225552580_4458287662268153856_n.jpg,569,240,870,365,1080,1080
Tank,19931754_1245575225552580_4458287662268153856_n.jpg,1,556,535,1079,1080,1080
Headwear,19931754_1245575225552580_4458287662268153856_n.jpg,113,72,436,382,1080,1080
Tee,19931754_1245575225552580_4458287662268153856_n.jpg,519,434,1080,1079,1080,1080
Top,19932517_322504591522846_1756391008427311104_n.jpg,71,397,851,1116,1080,1350
Shorts,19932517_322504591522846_1756391008427311104_n.jpg,338,957,799,1317,1080,1350
Jeans,19932679_406640483063333_5812968017268572160_n.jpg,356,629,675,1175,1080,1350
Tee,19932679_406640483063333_5812968017268572160_n.jpg,391,258,673,673,1080,1350
Footwear,19932679_406640483063333_5812968017268572160_n.jpg,268,1165,451,1299,1080,1350
Footwear,19932679_406640483063333_5812968017268572160_n.jpg,578,1176,742,1312,1080,1350
Jacket,19932679_406640483063333_5812968017268572160_n.jpg,248,250,833,621,1080,1350
Tee,19932753_1388939107866212_1170725505553399808_n.jpg,348,37,740,391,1080,1080
Shorts,19932753_1388939107866212_1170725505553399808_n.jpg,358,357,624,538,1080,1080
Footwear,19932753_1388939107866212_1170725505553399808_n.jpg,419,895,483,1072,1080,1080
Footwear,19932753_1388939107866212_1170725505553399808_n.jpg,464,998,561,1080,1080,1080
Top,19933332_1911033755804387_5708328938762141696_n.jpg,49,71,539,564,640,640
Shorts,19933332_1911033755804387_5708328938762141696_n.jpg,154,428,385,604,640,640
Tank,19954961_642839842587712_6047038207277662208_n.jpg,262,373,602,607,1080,607
Headwear,19954961_642839842587712_6047038207277662208_n.jpg,434,192,606,281,1080,607
Shirt,917429_1487825028097582_1751511625_n.jpg,128,176,496,640,640,640
Headwear,917429_1487825028097582_1751511625_n.jpg,208,68,370,158,640,640
Coat,19425403_306468459812416_3031109234268831744_n.jpg,859,175,1080,593,1080,815
Coat,19425403_306468459812416_3031109234268831744_n.jpg,706,292,976,727,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,238,202,315,270,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,148,41,230,88,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,287,22,360,64,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,354,98,425,150,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,417,30,505,80,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,524,33,610,78,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,601,171,681,225,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,639,24,725,85,1080,815
Headwear,19425403_306468459812416_3031109234268831744_n.jpg,779,13,849,55,1080,815
Suit,19425403_306468459812416_3031109234268831744_n.jpg,369,301,589,629,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,0,308,234,788,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,215,317,408,567,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,133,153,253,311,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,242,115,357,320,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,326,219,493,361,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,564,306,706,602,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,779,128,902,335,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,615,152,774,258,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,480,139,642,225,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,418,152,522,217,1080,815
Dress,19425403_306468459812416_3031109234268831744_n.jpg,864,191,1055,586,1080,815
Trousers,19425403_306468459812416_3031109234268831744_n.jpg,666,446,851,698,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,14,648,88,779,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,227,711,295,785,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,248,629,316,709,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,324,602,379,664,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,350,559,399,619,1080,815
High heels,19425403_306468459812416_3031109234268831744_n.jpg,662,721,754,788,1080,815
Footwear,19425403_306468459812416_3031109234268831744_n.jpg,536,609,638,665,1080,815
Footwear,19425403_306468459812416_3031109234268831744_n.jpg,480,625,555,671,1080,815
Footwear,19425403_306468459812416_3031109234268831744_n.jpg,917,500,968,550,1080,815
Footwear,19425403_306468459812416_3031109234268831744_n.jpg,990,608,1056,658,1080,815
Headwear,19429154_1937160276558698_3908150992155181056_n.jpg,118,417,356,562,1080,1080
Headwear,19429154_1937160276558698_3908150992155181056_n.jpg,356,336,581,456,1080,1080
Headwear,19429154_1937160276558698_3908150992155181056_n.jpg,694,403,937,629,1080,1080
Dress,19429154_1937160276558698_3908150992155181056_n.jpg,80,691,387,1078,1080,1080
Dress,19429154_1937160276558698_3908150992155181056_n.jpg,356,609,641,1080,1080,1080
Dress,19429154_1937160276558698_3908150992155181056_n.jpg,671,676,906,1080,1080,1080
Swimwear,19535479_312372385857414_2071060567598039040_n.jpg,240,358,512,726,846,954
Swimwear,19535479_312372385857414_2071060567598039040_n.jpg,257,731,541,945,846,954
Sweater,19624918_1898502830399693_8693683882131718144_n.jpg,235,388,780,1034,1031,1289
Sweatshorts,19624918_1898502830399693_8693683882131718144_n.jpg,368,885,810,1269,1031,1289
Top,924183_206340072872218_1532584694_n.jpg,41,127,97,205,612,612
Headwear,924183_206340072872218_1532584694_n.jpg,461,40,543,99,612,612
Headwear,924183_206340072872218_1532584694_n.jpg,469,328,535,356,612,612
Dress,924183_206340072872218_1532584694_n.jpg,206,133,365,597,612,612
Trousers,924183_206340072872218_1532584694_n.jpg,22,205,165,266,612,612
Swimwear,924183_206340072872218_1532584694_n.jpg,459,390,526,469,612,612
Swimwear,924183_206340072872218_1532584694_n.jpg,456,478,521,535,612,612
Sweater,917218_442396975969453_1098876344_n.jpg,0,0,689,672,1080,1080
Footwear,917218_442396975969453_1098876344_n.jpg,0,699,868,1080,1080,1080
Footwear,917218_442396975969453_1098876344_n.jpg,734,1,1052,520,1080,1080
Jeans,924863_658505897521955_1822715349_n.jpg,99,401,199,511,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,184,418,273,501,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,363,417,495,525,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,337,362,388,421,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,402,363,448,434,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,271,348,341,420,640,640
Jeans,924863_658505897521955_1822715349_n.jpg,219,344,286,406,640,640
Coat,1172929_1401879976714561_1975869665_n.jpg,103,112,292,458,640,640
Coat,1172929_1401879976714561_1975869665_n.jpg,276,106,504,481,640,640
Top,1172929_1401879976714561_1975869665_n.jpg,342,123,435,273,640,640
Handbag,1172929_1401879976714561_1975869665_n.jpg,120,268,171,355,640,640
Handbag,1172929_1401879976714561_1975869665_n.jpg,291,296,376,387,640,640
Blouse,1172929_1401879976714561_1975869665_n.jpg,143,114,208,216,640,640
Trousers,1172929_1401879976714561_1975869665_n.jpg,323,346,439,572,640,640
High heels,1172929_1401879976714561_1975869665_n.jpg,220,531,264,619,640,640
High heels,1172929_1401879976714561_1975869665_n.jpg,153,531,198,611,640,640
Footwear,1172929_1401879976714561_1975869665_n.jpg,322,580,364,634,640,640
Footwear,1172929_1401879976714561_1975869665_n.jpg,398,582,442,636,640,640
Jacket,1172929_1401879976714561_1975869665_n.jpg,67,273,169,511,640,640
Jacket,925480_538252436285663_205638398_n.jpg,0,414,635,640,640,640
Swimwear,925963_689325941151788_1833287657_n.jpg,367,295,481,574,640,640
Swimwear,925963_689325941151788_1833287657_n.jpg,504,287,603,580,640,640
Sunglasses,926093_695111923873150_1273108695_n.jpg,271,42,313,94,640,640
Top,926093_695111923873150_1273108695_n.jpg,225,155,418,512,640,640
Footwear,926093_695111923873150_1273108695_n.jpg,257,578,333,638,640,640
Footwear,926093_695111923873150_1273108695_n.jpg,335,571,428,640,640,640
Jacket,926093_695111923873150_1273108695_n.jpg,120,35,483,531,640,640
Headwear,926762_1427297844198492_1291617602_n.jpg,134,3,253,75,640,640
Headwear,926762_1427297844198492_1291617602_n.jpg,486,0,617,141,640,640
Jumpsuit,926762_1427297844198492_1291617602_n.jpg,0,120,227,427,640,640
Tee,926762_1427297844198492_1291617602_n.jpg,392,152,518,368,640,640
Tee,926762_1427297844198492_1291617602_n.jpg,219,142,441,345,640,640
Sweatshorts,926762_1427297844198492_1291617602_n.jpg,509,328,640,494,640,640
Sweatshorts,926762_1427297844198492_1291617602_n.jpg,366,346,516,451,640,640
Footwear,926762_1427297844198492_1291617602_n.jpg,298,400,395,632,640,640
Sunglasses,927076_1546951218865372_1334608337_n.jpg,321,204,375,230,640,640
Dress,927076_1546951218865372_1334608337_n.jpg,278,187,411,368,640,640
High heels,927076_1546951218865372_1334608337_n.jpg,220,435,268,534,640,640
High heels,927076_1546951218865372_1334608337_n.jpg,360,442,406,567,640,640
Skirt,928087_215096072003943_1984150512_n.jpg,275,445,476,616,640,640
Headwear,928087_215096072003943_1984150512_n.jpg,319,4,426,101,640,640
Sweater,928087_215096072003943_1984150512_n.jpg,255,164,487,409,640,640
Blouse,928087_215096072003943_1984150512_n.jpg,281,398,467,467,640,640
Jeans,928361_1509042179367599_1977228808_n.jpg,193,457,389,640,640,640
Jacket,928361_1509042179367599_1977228808_n.jpg,136,0,473,634,640,640
Tee,928900_1505839196358841_1045499689_n.jpg,395,406,640,639,640,640
Blouse,928900_1505839196358841_1045499689_n.jpg,49,302,420,635,640,640
_Underwear,928900_1505839196358841_1045499689_n.jpg,49,465,377,637,640,640
Jeans,929020_394681367345359_424447680_n.jpg,175,522,467,640,640,640
Hoodie,929020_394681367345359_424447680_n.jpg,212,7,398,528,640,640
Jacket,929020_394681367345359_424447680_n.jpg,89,8,557,533,640,640
Headwear,1169857_585278461526348_991192434_n.jpg,404,36,572,188,640,640
Sweater,1169857_585278461526348_991192434_n.jpg,236,155,632,485,640,640
Trousers,1169857_585278461526348_991192434_n.jpg,25,276,417,625,640,640
Skirt,1169110_1392528511001583_1349976907_n.jpg,424,366,638,638,640,640
Skirt,1169110_1392528511001583_1349976907_n.jpg,111,439,430,640,640,640
Skirt,1169110_1392528511001583_1349976907_n.jpg,0,467,199,638,640,640
Headwear,1169110_1392528511001583_1349976907_n.jpg,145,136,224,189,640,640
Headwear,1169110_1392528511001583_1349976907_n.jpg,211,85,337,169,640,640
Headwear,1169110_1392528511001583_1349976907_n.jpg,310,113,443,172,640,640
Tee,1169110_1392528511001583_1349976907_n.jpg,63,298,219,475,640,640
Tee,1169110_1392528511001583_1349976907_n.jpg,402,200,639,428,640,640
Blouse,1169110_1392528511001583_1349976907_n.jpg,206,253,405,528,640,640
Handbag,1170207_953067028074193_2082736862_n.jpg,159,859,556,1123,921,1131
Handbag,1170207_953067028074193_2082736862_n.jpg,533,774,921,1126,921,1131
Jeans,1170207_953067028074193_2082736862_n.jpg,75,416,479,891,921,1131
Footwear,1170207_953067028074193_2082736862_n.jpg,0,845,157,1084,921,1131
Footwear,1170207_953067028074193_2082736862_n.jpg,27,755,111,840,921,1131
Jacket,1170207_953067028074193_2082736862_n.jpg,479,447,920,892,921,1131
Sweater,1515384_397350253783075_1694899718_n.jpg,33,128,265,321,640,640
Tee,1515384_397350253783075_1694899718_n.jpg,355,152,567,319,640,640
Tank,1689861_223147101220894_991962230_n.jpg,185,182,426,307,640,640
Trousers,1689861_223147101220894_991962230_n.jpg,254,439,453,535,640,640
Blouse,1741751_852284654782852_1883396470_n.jpg,29,270,486,640,640,640
Blazer,1799705_1472762533002842_269447742_n.jpg,397,159,637,489,640,640
Skirt,1799705_1472762533002842_269447742_n.jpg,230,336,374,638,640,640
Skirt,1799705_1472762533002842_269447742_n.jpg,369,338,581,640,640,640
Handbag,1799705_1472762533002842_269447742_n.jpg,108,488,164,601,640,640
Blouse,1799705_1472762533002842_269447742_n.jpg,210,163,397,362,640,640
Blouse,1799705_1472762533002842_269447742_n.jpg,453,183,509,324,640,640
Blouse,1799705_1472762533002842_269447742_n.jpg,1,179,87,333,640,640
Trousers,1799705_1472762533002842_269447742_n.jpg,9,369,229,637,640,640
Sunglasses,10311333_247178452135251_1555420533_n.jpg,197,73,284,124,640,640
Sunglasses,10311333_247178452135251_1555420533_n.jpg,363,61,455,102,640,640
